,ts_t15_yr70,ts_t15_yr140,ts_t15_land_yr70,ts_t15_land_yr140,ts_sst_yr70,ts_sst_yr140,ts_ot_yr70,ts_ot_yr140,ts_rtoaswu_yr70,ts_rtoaswu_yr140,ts_rtoalwu_yr70,ts_rtoalwu_yr140,NetFlux_yr70,NetFlux_yr140,CRF_yr70,CRF_yr140,ts_rtoaswuc_yr70,ts_rtoaswuc_yr140,ts_rtoalwuc_yr70,ts_rtoalwuc_yr140,ts_t50_yr70,ts_t50_yr140,ts_rh50_yr70,ts_rh50_yr140,ts_cet_yr70,ts_cet_yr140,ts_nino34_yr70,ts_nino34_yr140,ts_ice_extent_yr70,ts_ice_extent_yr140,ts_aice_yr70,ts_aice_yr140,ts_snow_land_yr70,ts_snow_land_yr140,ts_nathcstrength_yr70,ts_nathcstrength_yr140,ts_tppn_land_yr70,ts_tppn_land_yr140,ts_wme_yr70,ts_wme_yr140,ts_mld_yr70,ts_mld_yr140,ts_cloud_yr70,ts_cloud_yr140
Standard,0.0005475894373227788,0.003014904431209599,0.0009736599260160742,0.005281197068788016,0.0002449460451551802,0.0014468708571995798,1.6803743033863843e-05,2.173583905409067e-05,0.0014131499756850471,0.008293560515479923,0.0017083948694395796,0.008464644578485194,0.00034313359011866414,0.002549028688041406,0.00084110302048153,0.005185106147586128,0.0007511783012967293,0.004040921973264195,0.002176089734404905,0.011104705453909852,0.0005511884083983607,0.002954278817051639,0.00016031938310303326,0.0008120758156300846,0.010885167325166985,0.05585277125713126,0.004501319433085448,0.020424569516621183,3.499079651278517e+22,1.930705530683254e+23,1.5262822226042976e+22,8.010057172311888e+22,1.5147493772655476e+22,1.1317923691337928e+23,0.10286356629941384,0.5414564199730335,3.5281730855804515e-15,1.4443453908540274e-14,5.656458262933815e-12,5.376594615854497e-11,0.003940701367396531,0.02797692618909451,4.8943462786341235e-08,1.7018915683012344e-07
HadAM3-7#05,0.004771596495682569,0.00536121360044256,0.005258584931743436,0.007313909649108059,0.0028887502271402214,0.00294430855414258,0.010854494910458243,0.009373578554084164,0.005414188071119314,0.006809283436636619,0.014143558489626996,0.016637228036565338,0.002219603372488445,0.003959473712892585,0.0006088457829459801,0.0011806688790142895,0.0038800405101213817,0.005360361346156243,0.01694554845104281,0.019645518673003858,0.004325968720177524,0.004487840570445266,0.00019055898239195363,0.0013073307615833443,0.015782226434429242,0.047503514792927574,0.005488767313888001,0.02037078537930764,2.8408022203432795e+23,4.4829654894013236e+23,1.0626497902229072e+23,1.5659004486294036e+23,3.8493167087589855e+22,7.866887713952316e+22,0.32371564903709127,1.0708124084685529,1.922399469722087e-15,1.0877808315609382e-14,1.8059064870090267e-11,4.1604735162891e-11,0.003955661559583205,0.018350879040953866,1.2020764566846876e-07,2.7116177955162877e-07
